GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
PDK1,2,11,4,12,8,"22901154,23435205","26684827,25064732,24957098,24749362,25444918,24022342,26084420,26226758,26919807,24925061,23867003","23785446,24516643,25689347,23401739","22076607,25107843,21999454,26439504,17171638,26718100,24825347,21035469,20197379,25443414,21763680,19779850","24029012,24132918,24137444,24561986,24481267,24166096,23453624,21350002"
PDK3,0,0,0,1,0,NA,NA,NA,21763680,NA
PDK2,0,0,0,1,0,NA,NA,NA,26439504,NA
EBP,0,0,1,0,1,NA,NA,24592520,NA,26762943
PDK4,0,2,0,2,0,NA,"25379179,25264247",NA,"20715114,24169962",NA
LNPEP,0,0,0,0,0,NA,NA,NA,NA,NA
ALPI,0,0,0,1,0,NA,NA,NA,25037223,NA
SEC61A1,0,0,0,0,0,NA,NA,NA,NA,NA
SEC61A2,0,0,0,0,0,NA,NA,NA,NA,NA
ALPL,0,0,1,0,0,NA,NA,25425968,NA,NA
PECR,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF585B,0,0,0,0,0,NA,NA,NA,NA,NA
PKP4P1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR193A,0,0,0,0,0,NA,NA,NA,NA,NA
MIR193B,0,0,0,0,1,NA,NA,NA,NA,25215905
RN7SKP158,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP159,0,0,0,0,0,NA,NA,NA,NA,NA
HAS2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
PLA2G12AP1,0,0,0,0,0,NA,NA,NA,NA,NA
PLA2G12AP2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP155,0,0,0,0,0,NA,NA,NA,NA,NA
MEF2BNBP1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP153,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP150,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP151,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01091,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01090,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01093,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01095,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01094,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01097,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01096,0,0,0,0,0,NA,NA,NA,NA,NA
INMT-FAM188B,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01098,0,0,0,0,0,NA,NA,NA,NA,NA
CTAGE11P,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P19,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P18,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P13,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P12,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P11,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P10,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P17,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P16,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P15,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN2P14,0,0,0,0,0,NA,NA,NA,NA,NA
DDIT3,1,3,2,1,1,25685062,"26238775,25770212,24387758","24990631,23770345",20188076,23514618
DDIT4,0,4,0,1,1,NA,"25815777,26238775,24828377,25255219",NA,17178418,24607878
SURF6P1,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK9-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
DOCK9-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-816P,0,0,0,0,0,NA,NA,NA,NA,NA
CTHRC1P1,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-CCC1-1,0,0,0,0,0,NA,NA,NA,NA,NA
RNA18SP2,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8T,0,0,0,0,0,NA,NA,NA,NA,NA
OR5R1,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8Q,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8S,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8R,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8M,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8O,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8N,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8H,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8K,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8J,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8G,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8F,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8A,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-78P,0,0,0,0,0,NA,NA,NA,NA,NA
GOLGA8B,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A9,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A8,0,0,0,0,0,NA,NA,NA,NA,NA
EPHB1,0,0,0,2,0,NA,NA,NA,"18931529,14726470",NA
CT45A1,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A3,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A2,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A5,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A7,0,0,0,0,0,NA,NA,NA,NA,NA
CT45A6,0,0,0,0,0,NA,NA,NA,NA,NA
FTCDNL1,0,0,0,0,0,NA,NA,NA,NA,NA
VMO1,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP2,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP3,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP1,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP6,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP4,0,0,0,0,0,NA,NA,NA,NA,NA
GTF3AP5,0,0,0,0,0,NA,NA,NA,NA,NA
ATP5C1,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P19,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P18,0,0,0,0,0,NA,NA,NA,NA,NA
MIR639,0,0,0,0,0,NA,NA,NA,NA,NA
MIR638,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV1-8,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P13,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P12,0,0,0,0,0,NA,NA,NA,NA,NA
MIR637,0,0,0,0,0,NA,NA,NA,NA,NA
MIR636,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV1-3,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P16,0,0,0,0,0,NA,NA,NA,NA,NA
MIR633,0,0,0,0,0,NA,NA,NA,NA,NA
MTCO3P14,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00320,0,0,0,0,0,NA,NA,NA,NA,NA
NPC2,0,1,0,0,1,NA,26183450,NA,NA,24147030
LINC00322,0,0,0,0,0,NA,NA,NA,NA,NA
GATA3-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00324,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00326,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00327,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00328,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP12,0,0,0,0,0,NA,NA,NA,NA,NA
C3orf58,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP10,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP11,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP16,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP17,0,0,0,0,0,NA,NA,NA,NA,NA
BHLHA15,0,0,0,0,1,NA,NA,NA,NA,22374815
MTCYBP15,0,0,0,0,0,NA,NA,NA,NA,NA
MTCYBP18,0,0,0,0,0,NA,NA,NA,NA,NA
C3orf52,0,0,0,0,0,NA,NA,NA,NA,NA
C3orf56,0,0,0,0,0,NA,NA,NA,NA,NA
DAG1,0,0,0,1,1,NA,NA,NA,21765901,21765901
PCDHGB9P,0,0,0,0,0,NA,NA,NA,NA,NA
ETHE1,0,0,0,0,0,NA,NA,NA,NA,NA
SGSM3,0,0,0,0,0,NA,NA,NA,NA,NA
KDM1A,0,1,3,1,1,NA,27058897,"26461474,26751641,25728837",23400681,23736028
KDM1B,0,0,0,0,0,NA,NA,NA,NA,NA
SLC36A2,0,0,0,0,0,NA,NA,NA,NA,NA
OR1S1,0,0,0,0,0,NA,NA,NA,NA,NA
OR1S2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR2355,0,0,0,0,0,NA,NA,NA,NA,NA
RBM14-RBM4,0,0,0,0,0,NA,NA,NA,NA,NA
FCER1G,0,0,1,0,0,NA,NA,26723876,NA,NA
BTG4,0,0,0,1,0,NA,NA,NA,22020760,NA
BTG3,0,1,0,0,0,NA,23810394,NA,NA,NA
BTG2,4,2,3,1,2,"25284287,26965996,23299537,22965848","23724988,23857284","24713434,26843836,24981574",26463021,"26312859,24120476"
BTG1,0,0,1,0,0,NA,NA,25936765,NA,NA
NMD3P1,0,0,0,0,0,NA,NA,NA,NA,NA
SRD5A3,0,0,3,0,0,NA,NA,"22971343,25498908,23789051",NA,NA
SRD5A2,0,0,26,0,0,NA,NA,"25324206,25315431,25310105,26332453,22971343,23277398,26967244,25598933,24810473,23258647,25498908,26169017,25960412,24864115,26214411,26195723,25735326,24277450,26092425,26770559,23091730,23186779,26857022,23532004,24244276,22901566",NA,NA
SRD5A1,1,0,19,0,0,21323680,NA,"25324206,25315431,22971343,25351916,23258647,25498908,23579488,23845440,26169017,25960412,23727860,26817824,24277450,25371445,25356728,26770559,23186779,25797030,24244276",NA,NA
ARMT1,0,0,0,0,0,NA,NA,NA,NA,NA
EIF1AX-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
GGA1,0,0,0,0,0,NA,NA,NA,NA,NA
GGA3,0,0,0,0,0,NA,NA,NA,NA,NA
GGA2,0,0,0,0,0,NA,NA,NA,NA,NA
FHOD1,0,0,0,0,0,NA,NA,NA,NA,NA
FHOD3,0,0,0,0,0,NA,NA,NA,NA,NA
GJC2,0,0,0,0,0,NA,NA,NA,NA,NA
C4orf3,0,0,0,0,0,NA,NA,NA,NA,NA
GJC1,0,0,0,1,0,NA,NA,NA,21406965,NA
PSMB9,0,0,0,1,1,NA,NA,NA,24040045,24040045
PSMB8,0,1,0,0,0,NA,25150396,NA,NA,NA
PSMB7,0,0,0,0,0,NA,NA,NA,NA,NA
PSMB6,0,1,1,0,0,NA,24685647,26074449,NA,NA
PSMB5,0,0,1,1,0,NA,NA,25408199,23934082,NA
C14orf119,0,0,0,0,0,NA,NA,NA,NA,NA
PSMB3,0,0,0,0,0,NA,NA,NA,NA,NA
PSMB2,0,0,1,0,1,NA,NA,25408199,NA,21948970
PSMB1,0,0,1,0,0,NA,NA,25408199,NA,NA
LMBR1L,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD115-14,0,0,0,0,0,NA,NA,NA,NA,NA
ITM2BP1,0,0,0,0,0,NA,NA,NA,NA,NA
TRAV23DV6,0,0,0,0,0,NA,NA,NA,NA,NA
ACKR2,0,0,0,0,0,NA,NA,NA,NA,NA
ACKR3,0,1,1,0,0,NA,26912435,26500026,NA,NA
SNORD115-16,0,0,0,0,0,NA,NA,NA,NA,NA
SETP5,0,0,0,0,0,NA,NA,NA,NA,NA
SETP4,0,0,0,0,0,NA,NA,NA,NA,NA
SETP7,0,0,0,0,0,NA,NA,NA,NA,NA
SETP6,0,0,0,0,0,NA,NA,NA,NA,NA
SETP1,0,0,0,0,0,NA,NA,NA,NA,NA
SETP3,0,0,0,0,0,NA,NA,NA,NA,NA
SETP2,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD115-10,0,0,0,0,0,NA,NA,NA,NA,NA
SETP9,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL45P,0,0,0,0,0,NA,NA,NA,NA,NA
LTN1,0,0,0,0,0,NA,NA,NA,NA,NA
C9orf147,0,0,0,0,0,NA,NA,NA,NA,NA
TRIML2,0,0,0,0,0,NA,NA,NA,NA,NA
C9orf142,0,0,0,0,0,NA,NA,NA,NA,NA
TRIML1,0,0,0,0,0,NA,NA,NA,NA,NA
NACC2,0,0,0,0,0,NA,NA,NA,NA,NA
VPS13D,0,0,0,0,0,NA,NA,NA,NA,NA
NACC1,0,0,0,0,0,NA,NA,NA,NA,NA
VPS13A,0,0,0,0,0,NA,NA,NA,NA,NA
SH3KBP1,0,0,0,0,0,NA,NA,NA,NA,NA
VPS13C,0,0,0,0,1,NA,NA,NA,NA,22355676
VPS13B,0,1,0,0,0,NA,25863124,NA,NA,NA
BEX5,0,0,0,0,0,NA,NA,NA,NA,NA
BEX4,0,0,0,0,0,NA,NA,NA,NA,NA
BEX3,0,0,0,0,0,NA,NA,NA,NA,NA
ALG13-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
BEX1,0,0,0,0,0,NA,NA,NA,NA,NA
IGHD6-25,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM160,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM163,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM165,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM164,0,0,0,0,0,NA,NA,NA,NA,NA
EVI2A,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM168,0,0,0,0,0,NA,NA,NA,NA,NA
EVI2B,0,0,0,0,0,NA,NA,NA,NA,NA
FOXN1,0,0,0,0,0,NA,NA,NA,NA,NA
ALG1L14P,0,0,0,0,0,NA,NA,NA,NA,NA
FOXN3,0,0,0,0,0,NA,NA,NA,NA,NA
NICN1,0,0,0,0,0,NA,NA,NA,NA,NA
COL14A1,0,0,0,0,0,NA,NA,NA,NA,NA
MEMO1P4,0,0,0,0,0,NA,NA,NA,NA,NA
MEMO1P5,0,0,0,0,0,NA,NA,NA,NA,NA
OR4D12P,0,0,0,0,0,NA,NA,NA,NA,NA
MEMO1P2,0,0,0,0,0,NA,NA,NA,NA,NA
MEMO1P3,0,0,0,0,0,NA,NA,NA,NA,NA
FAHD2A,0,0,0,0,0,NA,NA,NA,NA,NA
IFFO1,0,0,0,0,0,NA,NA,NA,NA,NA
IGHV4-4,0,0,0,0,0,NA,NA,NA,NA,NA
IFFO2,0,0,0,0,0,NA,NA,NA,NA,NA
SNAP91,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-426P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-5P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1154P,0,0,0,0,0,NA,NA,NA,NA,NA
C11orf31,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P3,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P2,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P7,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P6,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P5,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P4,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P9,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15P8,0,0,0,0,0,NA,NA,NA,NA,NA
USP10P1,0,0,0,0,0,NA,NA,NA,NA,NA
TREHP1,0,0,0,0,0,NA,NA,NA,NA,NA
PHTF2,0,0,0,0,0,NA,NA,NA,NA,NA
MACROD2,0,0,0,0,0,NA,NA,NA,NA,NA
MACROD1,0,0,0,0,0,NA,NA,NA,NA,NA
PTPRD-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
VN1R20P,0,0,0,0,0,NA,NA,NA,NA,NA
PPIL1,0,0,0,1,0,NA,NA,NA,16397026,NA
NALT1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF346-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
ZBTB12BP,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-484P,0,0,0,0,0,NA,NA,NA,NA,NA
KRR1,0,0,0,0,0,NA,NA,NA,NA,NA
FAM64A,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-67P,0,0,0,0,0,NA,NA,NA,NA,NA
NNT-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
STRN,0,0,0,0,1,NA,NA,NA,NA,25250919
MTCL1,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01214,0,0,0,0,0,NA,NA,NA,NA,NA
FAM92A1,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P9,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P4,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01213,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P6,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P7,0,0,0,0,0,NA,NA,NA,NA,NA
OR5T1,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P1,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P2,0,0,0,0,0,NA,NA,NA,NA,NA
HMGN1P3,0,0,0,0,0,NA,NA,NA,NA,NA
HIST2H3PS2,0,0,0,0,0,NA,NA,NA,NA,NA
C8orf49,0,0,0,0,0,NA,NA,NA,NA,NA
C8orf48,0,0,0,0,0,NA,NA,NA,NA,NA
C8orf46,0,0,0,0,0,NA,NA,NA,NA,NA
C8orf44,0,0,0,0,0,NA,NA,NA,NA,NA
TP53I3,0,1,0,0,0,NA,24040438,NA,NA,NA
RNU6-214P,0,0,0,0,0,NA,NA,NA,NA,NA
MB,13,12,7,18,18,"9926930,15876350,20598279,20579701,17656209,9284941,11069418,21586113,23775577,12131375,14968109,16203795,15368130","26365043,25231199,26590027,23708127,26087898,26233641,25501003,24935362,25624096,25230125,25703296,25748358","26293672,25172328,24568338,26559958,26770299,23119106,25120726","22142333,19259950,23336182,16636668,16391562,26052681,20593488,20551049,20544845,25576785,15077159,19060200,20345475,24530229,25282546,21129217,21543896,24760461","26702983,26695815,24004612,21610144,23974072,26087898,26512207,26036312,20496266,20868711,25703296,25887864,22142333,23458426,26794401,25072383,20593488,21339349"
OR7E31P,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L7,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L6,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L5,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L4,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L3,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L2,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L1,0,0,0,0,0,NA,NA,NA,NA,NA
SLC18A3,0,0,0,0,0,NA,NA,NA,NA,NA
SLC18A2,0,0,1,0,0,NA,NA,26905753,NA,NA
SLC18A1,0,0,0,0,0,NA,NA,NA,NA,NA
STRC,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L9,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L8,0,0,0,0,0,NA,NA,NA,NA,NA
RALBP1,3,0,0,1,2,"21170262,17706599,17606711",NA,NA,17483352,"20619549,22331470"
TMEM179,0,0,0,0,0,NA,NA,NA,NA,NA
B3GALT5-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF831,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF830,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF835,0,0,0,0,0,NA,NA,NA,NA,NA
UBE2L4,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF836,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF839,0,0,0,0,0,NA,NA,NA,NA,NA
LRIF1,0,0,0,0,0,NA,NA,NA,NA,NA
OXCT2P1,0,0,0,0,0,NA,NA,NA,NA,NA
FAM91A1,0,0,0,0,0,NA,NA,NA,NA,NA
TRW-CCA5-1,0,0,0,0,0,NA,NA,NA,NA,NA
CLYBL-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
CLYBL-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MLK7-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CMR1A,0,0,0,0,0,NA,NA,NA,NA,NA
TUNAR,0,0,0,0,0,NA,NA,NA,NA,NA
SUGCT,0,0,0,0,1,NA,NA,NA,NA,26098869
UBE2L2,0,0,0,0,0,NA,NA,NA,NA,NA
RSF1-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
RSF1-IT2,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY8,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4773-2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4773-1,0,0,0,0,0,NA,NA,NA,NA,NA
SBSPON,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY3,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY2,0,0,0,0,0,NA,NA,NA,NA,NA
TSPY1,0,0,0,0,0,NA,NA,NA,NA,NA
MED4-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RAB33A,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A9,0,0,0,0,0,NA,NA,NA,NA,NA
RAB33B,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A4,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A5,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A6,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A7,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A1,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A2,0,0,0,0,0,NA,NA,NA,NA,NA
SLC17A3,0,0,0,0,0,NA,NA,NA,NA,NA
UBE2L3,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL239P,0,0,0,0,0,NA,NA,NA,NA,NA
C16orf58,0,0,0,0,0,NA,NA,NA,NA,NA
C16orf59,0,0,0,0,0,NA,NA,NA,NA,NA
YEATS2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
C16orf52,0,0,0,0,0,NA,NA,NA,NA,NA
WASIR1,0,0,0,0,0,NA,NA,NA,NA,NA
C16orf54,0,0,0,0,0,NA,NA,NA,NA,NA
AP5B1,0,0,0,0,0,NA,NA,NA,NA,NA
CHMP4A,0,0,0,0,0,NA,NA,NA,NA,NA
CHMP4B,0,0,0,0,0,NA,NA,NA,NA,NA
CHMP4C,0,1,0,0,0,NA,26712741,NA,NA,NA
COBLL1,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM255B,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM255A,0,0,0,0,0,NA,NA,NA,NA,NA
ST5,0,0,0,0,0,NA,NA,NA,NA,NA
ST7,0,0,0,1,0,NA,NA,NA,12799635,NA
ST2,0,2,0,1,3,NA,"26775708,26905740",NA,26679377,"23730411,22819319,20689058"
ST3,0,1,0,0,0,NA,26905740,NA,NA,NA
TRG-CCC2-2,0,0,0,0,0,NA,NA,NA,NA,NA
ST8,0,0,0,0,0,NA,NA,NA,NA,NA
CYP4A22-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
WBP2P1,0,0,0,0,0,NA,NA,NA,NA,NA
PRKAR1AP1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF304,0,0,0,0,0,NA,NA,NA,NA,NA
STH,0,0,0,2,0,NA,NA,NA,"15264876,16724166",NA
ZNF302,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF300,0,0,0,0,0,NA,NA,NA,NA,NA
TP53TG5,0,0,0,0,0,NA,NA,NA,NA,NA
STS,6,5,11,5,8,"6305498,3962808,10026993,11450846,3337529,3566300","26785936,24533441,25984780,25613618,27041451","23319136,23258647,25625925,24027559,25958048,25843211,22797953,23184509,24009850,23806558,24055520","18566015,25909219,25168879,15937149,16361271","26695815,26432433,26685886,26313798,23331014,22785208,25950696,25347153"
HOXB13,1,0,53,1,0,26108461,NA,"26638190,26074382,25629170,24026887,24550738,23954088,22974436,25335771,26015065,23292082,26967244,25595936,24148311,24898171,24996520,23318356,26590121,24456780,24473320,26517352,24390282,23036981,26176944,25206306,24722062,23475555,25837493,25825985,25874003,23722471,24864115,23157136,23129385,22841674,26398868,24096478,26554830,23396964,22781434,23334858,26108461,26781690,26779768,23104005,23099437,22808286,23541221,24310616,23457453,26931741,26709644,23064873,25631336",20454457,NA
RPL14,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4531,0,0,0,0,0,NA,NA,NA,NA,NA
CASP3P1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL15,0,0,0,0,1,NA,NA,NA,NA,26498693
MIR4530,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-200P,0,0,0,0,0,NA,NA,NA,NA,NA
RPL36A,0,0,0,0,0,NA,NA,NA,NA,NA
PPP3CA,1,0,0,0,1,19915607,NA,NA,NA,24469904
PPP3CB,0,0,0,0,1,NA,NA,NA,NA,22078386
PPP3CC,0,0,0,0,0,NA,NA,NA,NA,NA
LIF,2,1,2,9,6,"25048061,7016300",24094482,"24150235,23580471","16596657,16639453,12298085,17282474,21617854,14714651,17536618,21042865,17615082","26344338,26851020,22473333,25118635,24721346,26395574"
RPL12,0,0,0,0,0,NA,NA,NA,NA,NA
TTC21B-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL13,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-176P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-836P,0,0,0,0,0,NA,NA,NA,NA,NA
GACAT2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4539,0,0,0,0,0,NA,NA,NA,NA,NA
GACAT1,0,0,1,0,0,NA,NA,25124853,NA,NA
RPL17P37,0,0,0,0,0,NA,NA,NA,NA,NA
HK2P1,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01402,0,0,0,0,0,NA,NA,NA,NA,NA
ADRA2A,0,0,1,0,0,NA,NA,25933120,NA,NA
ADRA2B,0,0,0,0,0,NA,NA,NA,NA,NA
ADRA2C,0,0,0,0,0,NA,NA,NA,NA,NA
TEX26,0,0,0,0,0,NA,NA,NA,NA,NA
TEX22,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-53P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM45BP,0,0,0,0,0,NA,NA,NA,NA,NA
TEX28,0,0,0,0,0,NA,NA,NA,NA,NA
TEX29,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-299P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1150P,0,0,0,0,0,NA,NA,NA,NA,NA
SYT8,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01252,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01251,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01250,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01257,0,0,0,0,0,NA,NA,NA,NA,NA
MTCH2,0,0,0,0,0,NA,NA,NA,NA,NA
MTCH1,0,0,0,1,0,NA,NA,NA,16709241,NA
LINC01254,0,0,0,0,0,NA,NA,NA,NA,NA
SYT1,0,0,0,1,1,NA,NA,NA,24137329,25755691
LINC01259,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01258,0,0,0,0,0,NA,NA,NA,NA,NA
SYT4,0,0,0,0,0,NA,NA,NA,NA,NA
SYT5,0,0,0,0,0,NA,NA,NA,NA,NA
SYT6,0,0,0,0,0,NA,NA,NA,NA,NA
SYT7,0,0,0,0,0,NA,NA,NA,NA,NA
TIAL1,0,0,0,0,0,NA,NA,NA,NA,NA
PRAMEF36P,0,0,0,0,0,NA,NA,NA,NA,NA
